id,source,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,taxonID,scientif_1,genus,acceptedGenus,acceptedName,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandName,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
1575927,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,0393e1f6-95eb-4e7f-910c-30e9771c4e07,UMMZODO-0283, ,Animalia,Arthropoda,Insecta,Odonata,AESHNIDAE,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,C.H. Kennedy, , , , ,0,|null|,C.H. Kennedy, ,1/8/15 0:00,1915,1,8,8,0,1/8/15, , , , , , , , , ,exuviae, ,0, , ,Vial or Jar - 19,United States,California,Santa Cruz, ,Santa Cruz,Santa Cruz Island,Santa Cruz, ,34.012509,-119.730634, ,0, , , , , , ,0, , , , , , , , ,11/4/20 17:35,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ee0ef414-ce4e-4406-a2fc-41f8735940ee,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575927
1575926,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,2d8f5297-57ec-474d-8289-9c9963096c43,UMMZODO-0154, ,Animalia,Arthropoda,Insecta,Odonata,AESHNIDAE,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,C.H. Kennedy, , , , ,0,|null|,C.H. Kennedy, ,8/1/15 0:00,1915,8,1,213,0,8/1/15, , , , , , , , , ,exuviae, ,0, , ,Vial or Jar - 19,United States,California,Santa Cruz, ,Santa Cruz,Santa Cruz Island,Santa Cruz, ,34.012509,-119.730634, ,0, , , , , , ,0, , , , , , , , ,11/4/20 17:35,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0c1f9285-7c72-4e52-af6f-d46ab3f142ca,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575926
1575928,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,e3b89b1c-f0aa-42f0-9328-f47e7da2f819,UMMZODO-0742, ,Animalia,Arthropoda,Insecta,Odonata,AESHNIDAE,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,C.H. Kennedy, , , , ,0,|null|,C.H. Kennedy, ,1/8/15 0:00,1915,1,8,8,0,1/8/15, , , , , , , , , ,exuviae, ,0, , ,Vial or Jar - 2,United States,California,Santa Cruz, ,Santa Cruz,Santa Cruz Island,Santa Cruz, ,34.012509,-119.730634, ,0, , , , , , ,0, , , , , , , , ,11/4/20 17:35,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9fd45901-93b8-452c-82b8-ee659b46695a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575928
1575925,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,eab29262-fad5-4caf-a5d0-b74da803b5a3,UMMZODO-0025, ,Animalia,Arthropoda,Insecta,Odonata,AESHNIDAE,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , , , , , , ,0,|null|, , ,,,,0,0,0, , , , , , , , , , ,exuviae, ,0, , ,Vial or Jar - 5,United States,California,Santa Cruz, ,Santa Cruz,"Santa Cruz Island, Frys Harbor",Santa Cruz, ,34.054746,-119.754857, ,0, , , , , , ,0, , , , , , , , ,11/4/20 17:35,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9f56d5d5-394d-4dd4-8b80-c2e749bd87a1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575925
1573041,Cal-IBIS,USNM,Entomology, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,http://n2t.net/ark:/65665/374cc99b0-1965-4555-99d4-c6a5ed4320c6,USNMENT487766, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,"Kennedy, C. H.", , , , ,0, ,C. Kennedy, ,7/23/15 0:00,1915,7,23,204,204,7/23/15, , , , , , , , , ,Adult, ,1, , ,Pinned,United States,California,Santa Barbara, ,Santa Cruz,"Frys Harbor, Santa Cruz Island", , ,0,0, ,0,",", , , , , ,0, , , , , , , , ,10/17/18 5:44,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:20dfdd60-311c-48be-83be-9afd972312be,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1573041
1573114,Cal-IBIS,USNM,Entomology, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,http://n2t.net/ark:/65665/3a407a739-4213-4979-9fb3-c435a5c92e97,USNMENT487764, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,"Kennedy, C. H.", , , , ,0, ,C. Kennedy, ,7/29/15 0:00,1915,7,29,210,210,7/29/15, , , , , , , , , ,Adult, ,1, , ,Pinned,United States,California,Santa Barbara, ,Santa Cruz,"Frys Harbor, Santa Cruz Island", , ,0,0, ,0,",", , , , , ,0, , , , , , , , ,10/17/18 5:44,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3b2e2866-8d57-4b9f-9335-97911bf108c7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1573114
1573056,Cal-IBIS,USNM,Entomology, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,http://n2t.net/ark:/65665/3ab901950-2c8b-4031-9598-e9881aad2ea1,USNMENT487765, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,"Kennedy, C. H.", , , , ,0, ,C. Kennedy, ,7/29/15 0:00,1915,7,29,210,210,7/29/15, , , , , , , , , ,Adult, ,1, , ,Pinned,United States,California,Santa Barbara, ,Santa Cruz,"Frys Harbor, Santa Cruz Island", , ,0,0, ,0,",", , , , , ,0, , , , , , , , ,10/17/18 5:44,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:cabbbfac-b19e-4d54-af4f-2f497e83d60b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1573056
1573131,Cal-IBIS,USNM,Entomology, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,http://n2t.net/ark:/65665/3cd138ff3-2874-4bd2-95e6-2b5c0dbcc25e,USNMENT487767, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Aeshna walkeri,83999,"Kennedy, 1917",Aeshna,Aeshna,Aeshna walkeri,walkeri, , ,"Kennedy, C. H.", , , , ,0, ,C. Kennedy, ,7/29/15 0:00,1915,7,29,210,210,7/29/15, , , , , , , , , ,Adult, ,1, , ,Pinned,United States,California,Santa Barbara, ,Santa Cruz,"Frys Harbor, Santa Cruz Island", , ,0,0, ,0,",", , , , , ,0, , , , , , , , ,10/17/18 5:44,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d19f632c-6c7e-4a59-9ea6-1b85545705bf,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1573131
1578344,Cal-IBIS,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,79c65312-ef44-4d05-be9c-80a1b6a15ea0,8128822, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Anax junius,92552,"(Drury, 1773)",Anax,Anax,Anax junius,junius, , , , , , , ,0, ,"M. Willows, Jr.", ,8/27/32 0:00,1932,8,27,240,0,DMY: 27-8-1932,taken on ship, , , , , , , , , , ,1, , , ,United States,California,Ventura, ,San Nicolas,San Nicolas Island,San Nicolas, ,33.2483,-119.50803, ,0,"33.2483, -119.50803", , , , , ,0, , , , , , , ,Hoa Francisco Ngo,2012-00-00 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:906e7718-07ec-4211-a478-30ef270439b8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1578344
1578346,Cal-IBIS,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,af2b78e8-968d-4a28-a4ea-a0a161e1836b,8128841, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Anax junius,92552,"(Drury, 1773)",Anax,Anax,Anax junius,junius, , , , , , , ,0, ,"M. Willows, Jr.", ,8/27/32 0:00,1932,8,27,240,0,DMY: 27-8-1932,taken on ship, , , , , , , , , , ,1, , , ,United States,California,Ventura, ,San Nicolas,San Nicolas Island,San Nicolas, ,33.2483,-119.50803, ,0,"33.2483, -119.50803", , , , , ,0, , , , , , , ,Hoa Francisco Ngo,2012-00-00 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5adc6885-6d5d-4d1a-862e-7ce20e6e8a1f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1578346
1578345,Cal-IBIS,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,bf14a0e8-470c-4a8f-976f-d92b7cc0c1cb,8128823, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Anax junius,92552,"(Drury, 1773)",Anax,Anax,Anax junius,junius, , , , , , , ,0, ,"M. Willows, Jr.", ,8/27/32 0:00,1932,8,27,240,0,DMY: 27-8-1932,taken on ship, , , , , , , , , , ,1, , , ,United States,California,Ventura, ,San Nicolas,San Nicolas Island,San Nicolas, ,33.2483,-119.50803, ,0,"33.2483, -119.50803", , , , , ,0, , , , , , , ,Hoa Francisco Ngo,2012-00-00 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:e3ef1dae-bff9-425c-9067-aabe09c8226c,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1578345
1566150,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035813,EMEC1035813, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Rhionaeschna multicolor,385587,"(Hagen, 1861)",Rhionaeschna,Rhionaeschna,Rhionaeschna multicolor,multicolor, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:028c50bc-50a0-48a6-a53a-91a3e5854063,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566150
1566169,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035832,EMEC1035832, ,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae,Rhionaeschna multicolor,385587,"(Hagen, 1861)",Rhionaeschna,Rhionaeschna,Rhionaeschna multicolor,multicolor, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, pond",Santa Cruz, ,34.01834,-119.68271,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a40c5471-f661-4d12-b632-dcb9ae687c90,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566169
1566157,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035820,EMEC1035820, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia agrioides,102796,"Calvert, 1895",Argia,Argia,Argia agrioides,agrioides, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c3cc5b51-c4d2-4e1b-bbc8-9864d99a310a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566157
1566158,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035821,EMEC1035821, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia agrioides,102796,"Calvert, 1895",Argia,Argia,Argia agrioides,agrioides, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c43a871d-47e3-4783-af4e-9af2c67db3f4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566158
1566159,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035822,EMEC1035822, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia agrioides,102796,"Calvert, 1895",Argia,Argia,Argia agrioides,agrioides, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:e3b86685-8125-47b3-a7a2-32220c1af051,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566159
1566160,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035823,EMEC1035823, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia agrioides,102796,"Calvert, 1895",Argia,Argia,Argia agrioides,agrioides, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3c4bd2a6-638d-4ad1-bda2-60056b2b0293,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566160
1566161,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035824,EMEC1035824, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:747c72cf-5bac-4211-bffc-66a7dda6b143,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566161
1566162,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035825,EMEC1035825, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1d10237c-04fb-4b03-b2a3-14a9ee4bc333,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566162
1566163,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035826,EMEC1035826, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:01434190-214a-479c-973e-16e9e134e9e0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566163
1566164,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035827,EMEC1035827, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0f6c0870-5e88-49ce-9b9c-cb969f608576,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566164
1591050,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,039ea9b8-6a93-4eb8-ba98-622b24942f39,UMMZI-00213095, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,C.H. Kennedy, ,7/28/15 0:00,1915,7,28,209,0,7/28/15, , , , , , , , , ,adult,M,0, , ,Paper Triangle - 2,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz I., Fry's Harbor",Santa Cruz, ,34.05444,-119.75512, ,0, , , , , , ,0, , , , , , , , ,6/1/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:46dab2b7-9741-4370-8a21-4dbb2398acf3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1591050
1575917,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,1ae8b916-806f-48d4-97b3-fc3de190e711,UMMZI-00213097, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, , , ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , ,Paper Triangle - 2,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz I., Prisoners' Harbor",Santa Cruz, ,34.01862,-119.68362, ,0, , , , , , ,0, , , , , , , , ,6/1/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f37d1257-0d29-403a-98ca-ca6eb90d0622,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575917
1591049,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,2f6af8ad-3aa1-4aac-a9cc-1aff818c1ede,UMMZI-00213094, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,C.H. Kennedy, ,7/28/15 0:00,1915,7,28,209,0,7/28/15, , , , , , , , , ,adult,"M, F",0, , ,Paper Triangle - 3,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz I., Fry's Harbor",Santa Cruz, ,34.05444,-119.75512, ,0, , , , , , ,0, , , , , , , , ,6/1/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a8b74094-41ac-4d61-8b53-7ac997f2e345,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1591049
1575906,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,39d0d4a1-047a-4a83-92e1-663e2b42188e,UMMZI-00262944, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, ,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , ,Paper Triangle - 2,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz I., Prisoners' Harbor",Santa Cruz, ,34.01862,-119.68362, ,0, , , , , , ,0, , , , , , , , ,6/1/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:45c1aed6-cdfc-42de-819c-301b01aecaf3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575906
1575916,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,41383a25-8708-4f4d-831b-a61473c61005,UMMZI-00213096, ,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,Argia vivida,102902,"Hagen in Selys, 1865",Argia,Argia,Argia vivida,vivida, , , , , , , ,0, , , ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , ,Paper Triangle - 2,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz I., Prisoners' Harbor",Santa Cruz, ,34.01862,-119.68362, ,0, , , , , , ,0, , , , , , , , ,6/1/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:14708996-731e-4df6-8946-4ce0d1a4b5b5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575916
