id,source,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,taxonID,scientif_1,genus,acceptedGenus,acceptedName,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandName,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
1556451,Cal-IBIS,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,dbb92f89-ab60-4bc4-bf21-dc4d4f41a571,8171684, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Libellula saturata,253381,"Uhler, 1857",Libellula,Libellula,Libellula saturata,saturata, , , , , , , ,0, , , ,10/13/29 0:00,1929,10,13,286,0,DMY: 13-10-1929, , , , , , , , , ,adult, ,1, , ,pinned,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor", , ,0,0, ,0,",", , , , , ,0, , , , , , , ,Skyler Valle,2012-00-00 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8411d681-e1a7-49fe-b23a-aa15341a6c00,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556451
1566151,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035814,EMEC1035814, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Libellula saturata,253381,"Uhler, 1857",Libellula,Libellula,Libellula saturata,saturata, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:21739592-d3a7-468c-a54a-4003b41b8fc3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566151
1566170,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035833,EMEC1035833, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Libellula saturata,253381,"Uhler, 1857",Libellula,Libellula,Libellula saturata,saturata, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, pond",Santa Cruz, ,34.01834,-119.68271,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f221c4c9-1c50-4990-bf78-bcedd9507dbf,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566170
1558360,Cal-IBIS,USNM,Entomology, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,http://n2t.net/ark:/65665/319b35e33-e901-41f5-99b4-1c4831b0ab01,USNMENT294982, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Libellula saturata,253381,"Uhler, 1857",Libellula,Libellula,Libellula saturata,saturata, , , , , , , ,0, ,"A. Menke, D. Miller & R. Rust", ,6/29/78 0:00,1978,6,29,180,180,6/29/78, , , , , , , , , ,Adult,Male,1, , ,Envelope,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Middle Canyon", , ,0,0, ,0,",", , , , , ,61, , , , ,10-200 feet, , , ,10/17/18 5:44,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:50e49cdf-e236-42a8-82f3-7bb73e36a471,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558360
1566152,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035815,EMEC1035815, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3531cc0e-fb0b-4aca-bdde-b23490a170f1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566152
1566153,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035816,EMEC1035816, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c0263194-0eec-4a6e-8eae-b8bd03f2a56f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566153
1566154,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035817,EMEC1035817, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d94ed043-17a0-4b44-b915-d45f7b32e923,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566154
1575908,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,15fe7879-f4f4-4015-9a65-a77aab6442fa,UMMZI-00212700, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/28/15 0:00,1915,7,28,209,0,7/28/15, , , , , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:906fb79b-0656-416b-93c5-80e10670ec38,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575908
1575910,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,43e5dead-1862-473a-866d-8808d2188871,UMMZI-00212702, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9abced8b-1ba1-4f5e-ae8f-1b2d749a3331,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575910
1575921,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,641e1f8c-a794-4e4b-ae91-dd988f2e74dc,UMMZI-00235752, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:eee37a24-f6dd-440a-8745-9fbab22d1ae5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575921
1575920,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,76b887b8-57c6-4442-92cf-bbd695429a45,UMMZI-00235736, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:03d48c27-6344-41c3-942d-f09a38337982,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575920
1575924,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,873734af-dfda-4c72-a3ef-9943c51c302e,UMMZI-00236752, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c44fed04-ee75-4bdc-8c44-e75362648490,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575924
1575929,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,883ae45f-956e-453e-8cfb-fa025381c818,UMMZODO-1190, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , ,E. Bright - 14 July 1997, , , , ,0,|null|,unknown, ,,,,0,0,0,unknown, , , , , , , , , ,Larvae, ,0, , ,Vial or Jar - 1,United States,California,Santa Cruz, ,Santa Cruz,"Frys Harbor Santa Cruz Island, 34?N 119?30?W",Santa Cruz, ,34.05508,-119.754939, ,0, , , , , , ,0, , , , , , , , ,11/4/20 17:35,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1ae38ef1-146f-4976-9e1c-71dd2e9a0fe2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575929
1575923,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c3cb0783-2e27-4195-b1b3-9579d3f91fe0,UMMZI-00236750, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:daf442e6-ee5c-40e2-b28a-e1b722b1cc1a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575923
1575909,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,d64e237e-4bc3-4c05-8160-6eaf854df7d6,UMMZI-00212701, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:00858770-8a4a-4595-a076-02510206f62a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575909
1575922,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,eb63ec53-2a35-4298-961a-6ee0ad2d77d4,UMMZI-00235758, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Paltothemis lineatipes,343001,"Karsch, 1890",Paltothemis,Paltothemis,Paltothemis lineatipes,lineatipes, , , , , , , ,0,|null|,C.H. Kennedy, ,7/29/15 0:00,1915,7,29,210,0,7/29/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Fry's Harbor",Santa Cruz, ,34.044982,-119.725853, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2e08dbb8-7fc9-4c74-a00b-f427bad3606a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575922
1565630,Cal-IBIS,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,9699a781-6dd1-4d03-9bb2-01325ef62a3c,8177265, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Pantala hymenaea,343717,"(Say, 1839)",Pantala,Pantala,Pantala hymenaea,hymenaea, , , , , , , ,0, , , ,7/6/38 0:00,1938,7,6,187,0,DMY: 6-7-1938,"locality unclear: """"Bet. Prisoners and Pelican""""", , , , , , , , , , ,1, , , ,United States,California,Santa Barbara, ,Santa Cruz,Santa Cruz Island,Santa Cruz, ,34.00414,-119.72901, ,0,"34.00414, -119.72901", , , , , ,0, , , , , , , ,Mengsha Gong,2012-00-00 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:23e01d08-b950-49c6-a011-82d98b4bdd2b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565630
1575911,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,37bb1f63-7d93-4dc7-8c0a-8d0e190fb033,UMMZI-00212712, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Pantala hymenaea,343717,"(Say, 1839)",Pantala,Pantala,Pantala hymenaea,hymenaea, , , , , , , ,0,|null|,R. Spot, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"S. Cruz I., Prisoners' HaR",Santa Cruz, ,34.01866,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f39433e9-9128-49be-a5c7-2db1a217f585,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575911
1564061,Cal-IBIS,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5ee32d3a-767e-4c93-95ab-0d10f688dd7d,YPM ENT 150970, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Pantala hymenaea,343717,"(Say, 1839)",Pantala,Pantala,Pantala hymenaea,hymenaea, , ,Fred C. Sibley, , , ,Animals and Plants: Invertebrates - Insects,0, ,Charles L. Remington, ,8/2/70 0:00,1970,8,2,214,0,8/2/70,ENT number 150970; lot count 1; male, , , , ,"{ ""solr_long_lat"": ""-119.917831,34.0584194"" }", , , , ,male,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Forney Cove",Santa Cruz, ,34.0584194,-119.917831,WGS84,676, , ,digital resource,VertNet, ,"provisional matching georeference from VertNet, 6 Feb 2015, LFG",0, , , , , , ,en, ,2/27/20 23:26,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5b8cdae2-533a-42f0-bed7-708f4c86c206,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564061
1575913,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,8a30b482-22f2-4d8d-9435-c3dee7c82203,UMMZI-00212739, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum corruptum,411020,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum corruptum,corruptum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ab70a9b0-2646-4423-813c-34c5117584b0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575913
1575919,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,af2953bd-7190-4509-b808-7809a1020c15,UMMZI-00233865, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum corruptum,411020,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum corruptum,corruptum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d72e2d99-8f51-4705-a0eb-64be1de1f467,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575919
1575912,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c1709e99-9d16-4cdd-8d10-133c2bd718f4,UMMZI-00212738, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum corruptum,411020,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum corruptum,corruptum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:092c598c-4ecc-4414-9e96-44876e7e0786,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575912
1566155,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035818,EMEC1035818, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Sympetrum illotum,411025,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum illotum,illotum, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a34904cf-117b-410d-9d82-0b7a2f035cf7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566155
1566156,Cal-IBIS,EMEC,EMEC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1035819,EMEC1035819, ,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae,Sympetrum illotum,411025,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum illotum,illotum, , , , , , , ,0, ,Joan Ball, ,8/19/12 0:00,2012,8,19,232,0,8/19/12, , , , , , , , , ,adult, ,1, , ,envelope,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, Prisoners Harbor, Central Valley Canyon",Santa Cruz, ,34.00153,-119.71461,WGS1984,3, , , , , , ,0, , , , , , , , ,10/12/20 7:43,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0ccd316d-5e3e-47d5-94c9-445a85d88514,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1566156
1575918,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,624314e9-61ee-48f5-91de-86392a4bba30,UMMZI-00232201, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum illotum,411025,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum illotum,illotum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b34342b7-f6fb-4120-b051-4381c905762e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575918
1575914,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,9dd439bb-56e1-4bb8-85a6-0b987104644c,UMMZI-00212822, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum illotum,411025,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum illotum,illotum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d129778b-7d0d-41d7-b453-4a6ac76fe6b4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575914
1575915,Cal-IBIS,UMMZ,ummzi, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,b1868e8d-cc5f-4815-bcbd-a4d6a136bde2,UMMZI-00212823, ,Animalia,Arthropoda,Insecta,Odonata,LIBELLULIDAE,Libellulidae,Sympetrum illotum,411025,"(Hagen, 1861)",Sympetrum,Sympetrum,Sympetrum illotum,illotum, , , , , , , ,0,|null|,C.H. Kennedy, ,8/2/15 0:00,1915,8,2,214,0,8/2/15, , , , , , , , , ,adult,M,0, , , ,United States,California,Santa Barbara Co., ,Santa Cruz,"Santa Cruz Island, Prisoner's Harbor",Santa Cruz, ,34.018597,-119.683651, ,0, , , , , , ,0, , , , , , , , ,8/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ea8382fc-123d-4def-a6cf-14a6fa117416,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575915